TF,fdr,nes,es,tag %,gene %,lead_genes
ZNF366 human tf ARCHS4 coexpression,0.015513967,1.736182271,0.596040762,14/34,9.08%,TREM2;CTSB;SLCO2B1;FCGR2B;LIPA;HLA-DRB1;HLA-DPA1;MS4A7;MSR1;MS4A4A;CCR1;HLA-DQB1;ITGAM;HLA-DPB1
ZNF697 human tf ARCHS4 coexpression,0.015221344,1.735933912,0.53512402,27/58,14.22%,CXCL3;CLEC5A;CTSL;CTSB;OLR1;SDC2;IER3;GPNMB;IL1B;PLAUR;THBD;PPIF;MMP19;CCL7;FAM129B;NRP2;INSIG1;NRIP3;ICAM1;SRC;BASP1;MESDC1;METRNL;ABL2;SEMA6B;DOT1L;CHST7
BACH1 human tf ARCHS4 coexpression,0.020351241,1.712751988,0.500755009,16/67,8.17%,OLR1;BCL2A1;TREM1;PLAUR;AQP9;SOD2;MS4A7;NFKB1;CCR1;FPR2;GK;C5AR1;DENND5A;DMXL2;ITGAM;CEBPB
ZNF438 human tf ARCHS4 coexpression,0.028287695,1.678505766,0.498056252,23/74,8.37%,TREM2;CTSB;VSIG4;FCGR3A;TYMP;CD14;TREM1;FCGR2B;PLAUR;AQP9;MS4A7;C1QA;MS4A4A;PPBP;CCR1;FPR2;C5AR1;ITGAM;CD163;STAB1;GPR34;CEBPB;LILRB5
BATF human tf ARCHS4 coexpression,0.035945552,1.645425521,0.495455857,42/81,20.12%,BCL2A1;TYMP;IER3;CCL3;VMO1;FCGR2B;PLAUR;HLA-DRB1;CD83;RNASE1;IL1RN;SOD2;NFKBIA;C1QA;MMP19;DUSP2;NFKB1;TNFAIP3;CEBPB;LILRB5;IL2RA;GADD45B;CCL3L1;ICAM1;TNF;SRC;METRNL;TOM1;PIM3;OSCAR;PARP12;SAMSN1;OASL;SIGLEC1;IL10;IFI44;FOLR2;OAS2;SPHK1;UBALD2;IRF1;DUSP5
SPIC human tf ARCHS4 coexpression,0.038660664,1.637575354,0.672436457,18-Jun,8.07%,MTRNR2L1;C1QB;MERTK;CD81;LYVE1;METTL7B
PAX8 human tf ARCHS4 coexpression,0.047229393,1.609934999,0.60521972,24-May,4.74%,SDC2;FCGBP;CALR;VEGFA;FAM129B
PLEK human tf ARCHS4 coexpression,0.047996335,1.605956588,0.517458917,27/78,13.92%,BCL2A1;TYMP;IL1B;TREM1;FCGR2B;PLAUR;HLA-DRB1;AQP9;RGCC;CD83;HLA-DPA1;MS4A7;ADAM8;DUSP2;NFKB1;MS4A4A;CCR1;HLA-DQB1;C5AR1;ITGAM;CEBPB;ICAM1;TNF;PTGS2;PIM3;TRIM25;OSCAR
HIVEP1 human tf ARCHS4 coexpression,0.057276645,1.584489197,0.548752641,16/32,19.52%,MTRNR2L1;BCL2A1;CD83;SOD2;DUSP2;NFKB1;TNFAIP3;DMXL2;BHLHE40;NUP153;ZC3H12C;AP000769.1;WDFY3;KDM2A;ZNF407;HLA-DQA1
PPARG human tf ARCHS4 coexpression,0.082279432,1.541604918,0.534022021,Aug-32,11.04%,OLR1;G0S2;FCGBP;MSR1;PPIF;EMP1;LPL;ADIRF
PPARD human tf ARCHS4 coexpression,0.081789508,1.540343445,0.431493951,34/89,14.83%,CXCL3;CLEC5A;CTSL;CTSB;TYMP;IER3;CD14;CSTB;PLAUR;IL1RN;CTSD;C1QC;PPIF;MMP19;FAM129B;CCR1;CD81;PLEKHM2;EMP1;CD163;CEBPB;MAPK13;MAFK;ICAM1;GAK;SRC;METRNL;TOM1;DNAJC5;PIM3;FURIN;DOT1L;ZSWIM8;MINK1
NR4A2 human tf ARCHS4 coexpression,0.094727945,1.518959513,0.461025029,31/82,16.09%,OLR1;RGCC;CD83;HLA-DPA1;CREM;HBEGF;NFKBIA;GPR183;DUSP2;NFKB1;HLA-DQB1;TNFAIP3;DUSP1;GPR34;USP36;SGK1;HLA-DPB1;RGS1;ATF3;GADD45B;RASGEF1B;TLE3;MAF;BHLHE40;PTGS2;SETD1B;CCL4L2;OTUD1;SAMSN1;NR4A1;EGR1
GZF1 human tf ARCHS4 coexpression,0.149507425,1.457850264,0.441966428,22/62,16.04%,TREM1;CD83;THBD;HBEGF;NFKBIA;GPR183;PPIF;TNFAIP3;PLEKHM2;DENND5A;DUSP1;USP36;SGK1;RGS1;TLE3;BHLHE40;NUP153;SETD1B;NBR1;OTUD1;AGFG1;ARL8A
CREM human tf ARCHS4 coexpression,0.162346773,1.440748447,0.477359404,18/49,10.34%,ALOX5AP;OLR1;BCL2A1;CCL3;PLAUR;RGCC;CD83;IL1RN;GPR183;DUSP2;NFKB1;IL23A;ATF3;IL2RA;CCL3L1;RASGEF1B;ICAM1;TNF
HLA-DQB2 human tf ARCHS4 coexpression,0.194767738,1.411026954,0.570029004,19-Jul,9.08%,HLA-DPA1;CST6;NFKBIA;GPR183;HLA-DQB1;DUSP1;HLA-DPB1
ZBTB17 human tf ARCHS4 coexpression,0.223519166,1.384929316,0.397963756,24/81,14.32%,CXCL3;TYMP;IER3;CD14;PLAUR;CD83;IL1RN;ADAM8;PPIF;NFKB1;PLEKHM2;C5AR1;HOMER3;CEBPB;ICAM1;GAK;SRC;METRNL;TOM1;PIM3;OSCAR;FURIN;DOT1L;BATF
ZEB2 human tf ARCHS4 coexpression,0.21895755,1.384907578,0.511508238,21-Jun,7.11%,OLR1;TREM1;SOD2;MS4A7;DENND5A;DMXL2
BATF2 human tf ARCHS4 coexpression,0.25130603,1.358124439,0.374826088,38/112,18.41%,FCGR3A;TYMP;FCGR2B;PLAUR;AQP9;IL1RN;SOD2;C1QC;ADAM8;C1QA;MMP19;NFKB1;CCR1;FPR2;GK;IFI6;CEBPB;ICAM1;TNF;SRC;LY6E;METRNL;TOM1;PIM3;TRIM25;TNFAIP6;OSCAR;PARP12;OASL;SIGLEC1;IL10;IFIT1;BCL6;IFI44;FOLR2;MX1;OAS2;SPHK1
KLF15 human tf ARCHS4 coexpression,0.255762228,1.351538874,0.451596066,29-Jul,15.03%,SDS;APOC1;APOE;APOC2;C3;ADSSL1;SERPING1
PCSK6 human tf ARCHS4 coexpression,0.254161196,1.349702877,0.54857737,20-Jul,17.90%,SDS;APOC1;A2M;APOC2;C3;SERPING1;C2
KLF10 human tf ARCHS4 coexpression,0.253250557,1.347204482,0.440313689,18/50,17.35%,RGCC;CD83;HLA-DPA1;HBEGF;NFKBIA;ARRDC4;SGK1;ATF3;GADD45B;BHLHE40;AVIL;PIM3;SERTAD1;OTUD1;NR4A1;EGR1;BCL6;NR4A3
MAFG human tf ARCHS4 coexpression,0.258247593,1.340762838,0.379579228,24/83,14.17%,CXCL3;CTSL;IER3;PLAUR;CTSD;PPIF;MMP19;NFKB1;PLEKHM2;INSIG1;CEBPB;USP36;ATF3;MAFK;ICAM1;SRC;METRNL;TOM1;PNP;DNAJC5;PIM3;TRIM25;FURIN;DOT1L
ZNF81 human tf ARCHS4 coexpression,0.261646426,1.335404832,0.496850651,23-Sep,20.63%,MTRNR2L1;DMXL2;MTRNR2L12;NSF;AP000769.1;WDFY3;FAM126B;PTPRJ;GPR85
PTF1A human tf ARCHS4 coexpression,0.278239625,1.323007142,0.560765719,15-Jan,0.66%,MTRNR2L1
TP63 human tf ARCHS4 coexpression,0.288783443,1.313288273,0.490548303,26-Aug,9.28%,GPNMB;THBD;CST6;NDRG1;EMP1;JAG1;CD9;ACKR3
CEBPA human tf ARCHS4 coexpression,0.309037874,1.297974215,0.400459637,19/68,12.41%,TREM2;G0S2;SLCO2B1;CTSD;APOC1;C1QC;C1QA;PPARG;CCR1;APOE;ITGAM;STAB1;CEBPB;SEPP1;GAK;LPL;ADIRF;TOM1;PQLC1
T human tf ARCHS4 coexpression,0.316910217,1.289464611,0.485280402,18-Apr,9.63%,FABP5;DUSP4;USP36;MAFK
DOT1L human tf ARCHS4 coexpression,0.374417789,1.257325727,0.372808041,25/88,16.79%,CXCL3;IER3;PLAUR;IL1RN;PPIF;MMP19;NFKB1;PLEKHM2;INSIG1;STAB1;CEBPB;USP36;MAFK;ICAM1;TNF;GAK;SRC;METRNL;PIM3;SEMA6B;ZSWIM8;MINK1;CIC;POLRMT;SMG5
PRDM1 human tf ARCHS4 coexpression,0.384882944,1.248629942,0.374372224,19/62,10.34%,ALOX5AP;BCL2A1;CCL3;CD83;CREM;NFKBIA;DUSP2;NFKB1;CCR1;TNFAIP3;GK;ARF6;HPSE;SGK1;RGS1;IL2RA;MAF;BHLHE40;TNF
HLA-DRB3 human tf ARCHS4 coexpression,0.385227249,1.245026476,0.40060264,17/61,10.59%,CTSB;TYMP;FCGR2B;HLA-DRB1;CD83;HLA-DPA1;MS4A7;C1QC;C1QA;DUSP2;NFKB1;MS4A4A;CCR1;ITGAM;HLA-DPB1;ICAM1;SRC
ZNFX1 human tf ARCHS4 coexpression,0.380525811,1.244180438,0.3665901,33/86,20.12%,BCL2A1;TYMP;FCGR2B;PLAUR;AQP9;IL1RN;SOD2;DUSP2;NFKB1;CCR1;TNFAIP3;C5AR1;IFI6;CEBPB;ICAM1;TNF;SRC;METRNL;PIM3;TRIM25;OSCAR;PARP12;OASL;SIGLEC1;IFIT1;IFI44L;IFI44;MX1;OAS2;KDM2A;IRF1;PTPRJ;DUSP5
KLF4 human tf ARCHS4 coexpression,0.376666893,1.242932523,0.382674565,25/84,12.05%,FCGBP;TREM1;HLA-DRB1;RGCC;CD83;HLA-DPA1;THBD;MS4A7;HBEGF;HLA-DQB1;LYVE1;ITGAM;EMP1;CEBPB;SGK1;HLA-DPB1;RGS1;ATF3;GADD45B;MAFK;CH25H;BHLHE40;GAK;METRNL;PNP
ETV7 human tf ARCHS4 coexpression,0.386367824,1.234889506,0.346703232,27/87,18.05%,TYMP;HLA-DRB1;AQP9;IL1RN;SOD2;C1QA;DUSP2;NFKB1;FPR2;IFI6;TMEM176B;ICAM1;TNF;LY6E;IL3RA;TRIM25;TNFAIP6;OSCAR;PARP12;OASL;SIGLEC1;IL10;IFIT1;IFI44L;IFI44;MX1;OAS2
FOSB human tf ARCHS4 coexpression,0.440377443,1.206746318,0.340690617,19/92,10.24%,TREM1;RGCC;CD83;HLA-DPA1;THBD;HBEGF;NFKBIA;GPR183;DUSP2;HLA-DQB1;TNFAIP3;DUSP1;USP36;SGK1;HLA-DPB1;RGS1;ATF3;GADD45B;BHLHE40
PLXND1 human tf ARCHS4 coexpression,0.44568174,1.201357065,0.355267651,23/81,12.00%,CLEC5A;TREM2;CTSL;CTSB;VSIG4;CD14;SLCO2B1;CTSD;THBD;C1QC;C1QA;FAM129B;NRP2;CD81;PLEKHM2;CD163;STAB1;CEBPB;MAFK;GAK;SRC;METRNL;TOM1
ZXDC human tf ARCHS4 coexpression,0.4584407,1.193731906,0.406097929,Jul-37,6.66%,ALOX5AP;FCGR3A;PLTP;DUSP2;TMUB1;ATP5D;COLGALT1
ZNF747 human tf ARCHS4 coexpression,0.493492252,1.174013756,0.46242628,15-Jan,0.81%,SLC16A10
RBM22 human tf ARCHS4 coexpression,0.511404431,1.163574164,0.357088716,14/42,22.34%,CD83;ADAM8;PPIF;NFKB1;MESDC1;PNP;PIM3;TRIM25;OSCAR;PPP2R5A;DUSP5;PTGER2;SPI1;YRDC
ZFY human tf ARCHS4 coexpression,0.539784873,1.149607977,0.48427606,16-Apr,8.83%,RGCC;GPR34;LPAR6;MTRNR2L12
CD36 human tf ARCHS4 coexpression,0.547513752,1.144144232,0.435219506,29-Jul,11.04%,G0S2;GPNMB;PPARG;LYVE1;FABP3;LPL;ADIRF
IRF4 human tf ARCHS4 coexpression,0.544892286,1.142633494,0.346770976,27/51,21.48%,FCGR2B;HLA-DRB1;HLA-DPA1;DUSP4;DUSP2;NFKB1;HLA-DQB1;TNFAIP3;GADD45B;BHLHE40;NUP153;TRIM25;ZC3H12C;DOT1L;BATF;EIF2AK3;IFI44L;MX1;OAS2;KDM2A;UBALD2;ZNF28;HLA-DQA1;DUSP5;HERPUD1;MAP3K5;ST3GAL2
ZBTB43 human tf ARCHS4 coexpression,0.548959261,1.138312517,0.461655102,16-Jul,26.93%,CD83;NRIP3;RASGEF1B;EAF1;DDIT3;ZNF844;NFKBIZ
LHX1 human tf ARCHS4 coexpression,0.574583376,1.124929955,0.460795612,17-Apr,15.89%,IGSF21;NRP2;BASP1;DYNLL2
NFAT5 human tf ARCHS4 coexpression,0.571635988,1.123083236,0.412952216,13/26,26.37%,MTRNR2L1;DMXL2;MECP2;ZSWIM8;AP000769.1;WDFY3;KDM2A;ZNF407;HLA-DQA1;PTPRJ;DNAH1;ZFYVE26;KDM7A
HIC2 human tf ARCHS4 coexpression,0.608369134,1.107629807,0.460793214,16-Jun,23.65%,SLC6A8;PIM1;SSBP3;NUP153;PHF13;ARID3B
NCOR1 human tf ARCHS4 coexpression,0.605563574,1.105527455,0.429665138,19-Jul,20.78%,MTRNR2L1;MTRNR2L12;MECP2;AP000769.1;WDFY3;ZNF407;MAP3K5
BATF3 human tf ARCHS4 coexpression,0.610718368,1.100756688,0.330491851,23/55,18.41%,BCL2A1;HLA-DRB1;CD83;IL1RN;HLA-DPA1;CREM;DUSP2;NFKB1;HLA-DQB1;HLA-DPB1;IL2RA;ICAM1;TNF;PIM3;BATF;SAMSN1;OASL;SIGLEC1;IL10;IFI44L;NR4A3;OAS2;SPHK1
RUNX2 human tf ARCHS4 coexpression,0.610527298,1.097813493,0.414895415,19-May,9.08%,NFKBIA;GPR183;DUSP1;LPAR6;HLA-DPB1
GRHL3 human tf ARCHS4 coexpression,0.61899729,1.091976708,0.414318118,21-May,8.93%,CSTB;FAM129B;NDRG1;EMP1;CD9
RBPJL human tf ARCHS4 coexpression,0.641715585,1.081335812,0.364928247,Jun-38,11.75%,MTRNR2L1;SLC16A10;ERRFI1;USP36;ANPEP;KLHL21
HLA-DQB1 human tf ARCHS4 coexpression,0.684469478,1.062933638,0.326568439,Sep-52,4.79%,TYMP;FCGR2B;HLA-DRB1;CD83;HLA-DPA1;MS4A7;GPR183;DUSP2;NFKB1
REL human tf ARCHS4 coexpression,0.718851946,1.048999506,0.375174814,24-Oct,19.52%,CD83;SOD2;NFKB1;TNFAIP3;ZSWIM8;AP000769.1;PCSK5;NR4A3;TMEM45A;HLA-DQA1
GLI1 human tf ARCHS4 coexpression,0.7208043,1.045574151,0.311202523,Jul-61,6.20%,ALOX5AP;FCGR3A;TREM1;AQP9;PLTP;FPR2;TMUB1
SEMA4A human tf ARCHS4 coexpression,0.721805354,1.042393229,0.316049578,14/88,8.17%,FCGR3A;TYMP;CD14;TREM1;FCGR2B;AQP9;ADAM8;CCR1;FPR2;C5AR1;ITGAM;CD163;STAB1;CEBPB
MAF human tf ARCHS4 coexpression,0.732058049,1.036288931,0.380660861,Oct-36,9.53%,PMP22;VSIG4;FCGBP;SLCO2B1;C1QB;LYVE1;GPR34;ANPEP;RGS1;SEPP1
PAX1 human tf ARCHS4 coexpression,0.739421804,1.031084267,0.338992971,29-Dec,19.67%,LGMN;SLC7A8;ATP1B1;MAPK13;SGK1;CD9;KREMEN1;RNF187;OTUD1;MICALL1;NR4A3;NUCB2
U2AF1 human tf ARCHS4 coexpression,0.771817963,1.017740703,0.384419925,20-Aug,20.93%,MS4A7;ATP5D;STX4;PKIB;CKS2;FLCN;FAM212B;RRP12
POLE4 human tf ARCHS4 coexpression,0.768250521,1.016350407,0.378567656,21-Jun,9.48%,ALOX5AP;MIF;PLTP;TMUB1;ATP5D;SMIM4
MBD2 human tf ARCHS4 coexpression,0.813071222,0.999451983,0.292618344,17/61,19.87%,TYMP;FCGR2B;HLA-DRB1;HLA-DPA1;NFKB1;HLA-DQB1;CEBPB;HLA-DPB1;TRIM25;FURIN;MINK1;PARP12;OAS2;PPP1R12C;KDM2A;UBALD2;PTPRJ
IRF8 human tf ARCHS4 coexpression,0.807076374,0.998488896,0.335415032,Aug-42,5.80%,FCGR2B;HLA-DRB1;CD83;HLA-DPA1;GPR183;DUSP2;NFKB1;HLA-DQB1
JUN human tf ARCHS4 coexpression,0.810963794,0.994385461,0.299705385,23/86,16.09%,CXCL2;CCL2;RGCC;MS4A7;HBEGF;TNFAIP3;LYVE1;INSIG1;DUSP1;GEM;JAG1;SGK1;RGS1;ATF3;GADD45B;BHLHE40;IGFBP7;MECP2;PIM3;OTUD1;NR4A1;CIC;EGR1
PATZ1 human tf ARCHS4 coexpression,0.842888465,0.982046539,0.36071451,13/21,37.52%,UBA1;SSBP3;IGFBP2;DYNLL2;PHF13;MTA1;ARID3B;FBRSL1;NOTCH1;RNF44;ZNF48;PTOV1;ZNF358
STAT5A human tf ARCHS4 coexpression,0.85908681,0.97414729,0.2667311,17/77,15.94%,TYMP;FCGR2B;HLA-DRB1;IL1RN;ADAM8;NFKB1;PLEKHM2;PIM1;ICAM1;TNF;PIM3;TRIM25;OSCAR;BATF;PARP12;SAMSN1;SIGLEC1
FOXE1 human tf ARCHS4 coexpression,0.880106715,0.965156396,0.342542969,31-Jul,8.93%,SDC2;FCGBP;CALR;VEGFA;FAM129B;EMP1;CD9
PPP2R3B human tf ARCHS4 coexpression,0.881015655,0.961973492,0.337587321,29-Nov,29.45%,ATP5D;FABP3;TNNT1;ADSSL1;POLRMT;FHOD1;MTA1;MBD3;FBRSL1;FXYD1;ZNF865
SNAI3 human tf ARCHS4 coexpression,0.879180433,0.959527915,0.293282526,Dec-89,8.17%,TREM2;FCGR3A;TYMP;CD14;AQP9;ADAM8;CCR1;FPR2;C5AR1;ITGAM;STAB1;CEBPB
EGR4 human tf ARCHS4 coexpression,0.872267173,0.958858281,0.321790113,15/34,24.86%,SPP1;SLC7A8;TMEM176B;ATF3;QPCT;NR4A1;EGR1;NR4A3;FOLR2;PTPRN2;ZNF331;BAG3;RNASEK;EGR2;DNAJA4
ZBED2 human tf ARCHS4 coexpression,0.902553697,0.946579369,0.333813115,27-Sep,15.18%,DUSP4;CREM;NFKB1;IL2RA;BHLHE40;PIM3;FURIN;BATF;SAMSN1
NR3C1 human tf ARCHS4 coexpression,0.907557051,0.942128235,0.316469759,16/37,20.78%,CD83;HLA-DPA1;DUSP2;NFKB1;TNFAIP3;BHLHE40;TRIM25;ZC3H12C;SAMSN1;AGFG1;EIF2AK3;SLC15A4;OAS2;KDM2A;PTPRJ;MAP3K5
MYOG human tf ARCHS4 coexpression,0.909789018,0.93839765,0.357682061,20-May,13.97%,FABP3;KREMEN1;TNNT1;ADSSL1;CDC42EP2
NEUROG3 human tf ARCHS4 coexpression,0.916623978,0.932935619,0.39192424,22-Jun,10.79%,G0S2;PLTP;PPARG;FABP3;MTRNR2L12;LPL
ZNF764 human tf ARCHS4 coexpression,0.945854203,0.92072344,0.378806174,17-Apr,15.13%,MIF;FAM173A;MED16;CLEC11A
ZNF613 human tf ARCHS4 coexpression,0.946385713,0.917744174,0.411744995,16-Apr,12.30%,BNIP3;NFKBIA;RFX2;BCAS2
RC3H2 human tf ARCHS4 coexpression,0.949794585,0.913613429,0.366140173,18-Feb,2.98%,ALOX5AP;PLTP
KLF6 human tf ARCHS4 coexpression,0.9437264,0.91275012,0.26948382,14/76,10.24%,TREM1;HLA-DRB1;RGCC;CD83;NFKBIA;GPR183;NFKB1;TNFAIP3;DUSP1;RGS1;ATF3;GADD45B;TLE3;BHLHE40
EEA1 human tf ARCHS4 coexpression,0.958535509,0.904689342,0.362559173,16-Jun,19.72%,EIF4E;ARF6;MAF;AP000769.1;WDFY3;EAF1
ZNF165 human tf ARCHS4 coexpression,0.950915828,0.904397521,0.390622892,16-Mar,7.01%,EIF4E;GCHFR;SLC7A8
ELF4 human tf ARCHS4 coexpression,0.973130443,0.893822814,0.266529087,14/76,14.32%,FCGR3A;TYMP;TREM1;AQP9;ADAM8;CCR1;C5AR1;ITGAM;CEBPB;PIM3;TRIM25;OSCAR;FURIN;BATF
ZNF460 human tf ARCHS4 coexpression,0.967622164,0.892914944,0.344555053,22-Sep,21.68%,MTRNR2L1;EIF4E;CTNNB1;MTRNR2L12;AP000769.1;WDFY3;ZNF407;ATP6V0A1;PGAP1
PAX9 human tf ARCHS4 coexpression,0.975180201,0.887146007,0.36091304,24-Apr,8.93%,CSTB;FAM129B;EMP1;CD9
NFIL3 human tf ARCHS4 coexpression,0.968815602,0.88647994,0.260895675,Oct-77,8.17%,BCL2A1;TREM1;AQP9;ADAM8;CCR1;FPR2;C5AR1;DENND5A;ITGAM;CEBPB
HOXB9 human tf ARCHS4 coexpression,0.966955919,0.884250022,0.312289067,29-Oct,24.36%,TMUB1;UBA1;SLC6A8;PIM1;NUP153;ALYREF;SMG5;MTA1;UBE2S;GSK3A
ZBTB39 human tf ARCHS4 coexpression,0.961886482,0.882916574,0.364478012,20-Jul,23.65%,CCL20;NUP153;SETD1B;PHF13;ZNF407;ZCCHC3;ARID3B
NR4A1 human tf ARCHS4 coexpression,0.96405233,0.87923131,0.26758674,20/78,16.09%,RGCC;THBD;HBEGF;VEGFA;A2M;LYVE1;EMP1;USP36;SGK1;ATF3;GADD45B;MAFK;BHLHE40;SETD1B;IGFBP7;PIM3;ZSWIM8;MINK1;OTUD1;EGR1
ZXDA human tf ARCHS4 coexpression,0.958095558,0.878167921,0.29481973,Aug-41,11.85%,TIMP1;NFKB1;DENND5A;GEM;USP36;MAFK;NUP153;SETD1B
ZNF710 human tf ARCHS4 coexpression,0.960775574,0.874567213,0.246492736,21/95,16.54%,TYMP;CD14;FCGR2B;AQP9;ADAM8;CCR1;PLEKHM2;C5AR1;ITGAM;CEBPB;GAK;SRC;METRNL;TOM1;TRIM25;OSCAR;FURIN;ZSWIM8;MINK1;CIC;BCL6
ZNF331 human tf ARCHS4 coexpression,0.957892519,0.872640754,0.299115702,31-May,9.83%,OLR1;CREM;TNFAIP3;RGS1;RASGEF1B
FOXM1 human tf ARCHS4 coexpression,0.981907638,0.860076515,0.306552552,29-Oct,24.10%,TUBA1B;CALR;UBA1;NUP153;ALYREF;SMG5;CCAR2;CLPTM1L;MTA1;UBE2S
IRF7 human tf ARCHS4 coexpression,0.979173531,0.858153868,0.229180165,27/105,20.42%,FCGR3A;TYMP;HLA-DRB1;AQP9;IL1RN;ADAM8;NFKB1;CCR1;IFI6;CEBPB;ICAM1;LY6E;PIM3;TRIM25;OSCAR;PARP12;OASL;SIGLEC1;IFIT1;IFI44L;IFI44;MX1;OAS2;UBALD2;IRF1;DUSP5;RIPK3
THAP2 human tf ARCHS4 coexpression,0.978354381,0.855114055,0.360397863,15-Mar,12.30%,BNIP3;MTRNR2L12;BCAS2
MGA human tf ARCHS4 coexpression,0.979946388,0.850865701,0.356116501,19-Jan,0.66%,MTRNR2L1
PARP12 human tf ARCHS4 coexpression,0.979627868,0.847583846,0.245074453,30/95,22.39%,FCGR3A;TYMP;FCGR2B;HLA-DRB1;AQP9;IL1RN;ADAM8;NFKB1;CCR1;IFI6;CEBPB;ICAM1;LY6E;PIM3;TRIM25;OSCAR;OASL;SIGLEC1;IFIT1;IFI44L;IFI44;MX1;OAS2;IRF1;PTPRJ;RIPK3;ZBTB7B;SPI1;IFIT2;R3HDM4
ZNF236 human tf ARCHS4 coexpression,0.996899189,0.835487878,0.310445212,25-Jul,19.31%,MTRNR2L1;DMXL2;MTRNR2L11;SETD1B;AP000769.1;WDFY3;ZNF407
THAP3 human tf ARCHS4 coexpression,0.990047251,0.834998494,0.342535094,17-Mar,9.48%,MIF;ATP5D;SMIM4
NR5A2 human tf ARCHS4 coexpression,0.983127949,0.83462226,0.368658879,15-Feb,9.53%,FCGBP;SEPP1
HBP1 human tf ARCHS4 coexpression,0.989228818,0.829131991,0.301222843,Aug-41,9.83%,TREM1;AQP9;FPR2;ARID5B;PPP1R3B;HPSE;SGK1;RASGEF1B
IKZF2 human tf ARCHS4 coexpression,0.991395825,0.824420665,0.275154999,19/43,21.48%,HLA-DRB1;DUSP4;DUSP2;NFKB1;TNFAIP3;GADD45B;NUP153;CREB5;ZC3H12C;EIF2AK3;SLC15A4;IFI44L;MX1;OAS2;KDM2A;HLA-DQA1;DUSP5;MAP3K5;ST3GAL2
ZNF672 human tf ARCHS4 coexpression,1,0.809379219,0.237705518,20/66,22.39%,TYMP;HLA-DRB1;PLEKHM2;TMUB1;CEBPB;GAK;TOM1;CDC34;MED16;PIM3;PPP6R2;POLRMT;UBALD2;SCAP;FHOD1;VPS18;ZBTB7B;SPI1;USP19;R3HDM4
ZHX2 human tf ARCHS4 coexpression,1,0.80566109,0.247188544,18/63,19.87%,CCL20;FCGR2B;SOD2;NFKB1;PLEKHM2;CEBPB;ICAM1;GAK;SRC;SETD1B;PIM3;TRIM25;PARP12;BCL6;OAS2;KDM2A;UBALD2;PTPRJ
HNF4A human tf ARCHS4 coexpression,1,0.795178587,0.349584058,15-Jun,11.70%,FCGBP;A2M;ANPEP;TMEM176B;SEPP1;C3
ZNF318 human tf ARCHS4 coexpression,1,0.794561807,0.276929555,13/39,19.52%,FCGR2B;HLA-DRB1;DUSP2;HLA-DQB1;TNFAIP3;NUP153;SETD1B;ZC3H12C;DOT1L;EIF2AK3;KDM2A;UBALD2;HLA-DQA1
OTOP3 human tf ARCHS4 coexpression,1,0.78891672,0.323862115,15-Feb,7.36%,CSTB;EMP1
NKX2-5 human tf ARCHS4 coexpression,1,0.785830139,0.278318478,13/35,24.21%,ATP5D;AGRP;FABP3;CDC34;ALYREF;POLRMT;SMG5;NCLN;MTA1;JMJD4;MBD3;UBE2S;TBKBP1
WNT8B human tf ARCHS4 coexpression,1,0.785819323,0.315710824,16-Mar,14.22%,PLTP;ID3;CHST7
BOLA1 human tf ARCHS4 coexpression,1,0.772365563,0.310141029,16-Aug,28.90%,PPARG;ATP5EP2;ZDHHC8;HRH1;ZCCHC3;CCDC61;PLEKHH3;CITED4
KLF11 human tf ARCHS4 coexpression,1,0.76351562,0.26151917,25-Aug,19.97%,USP36;TKTL1;SETD1B;OTUD1;ZNF513;CDYL2;PHF13;KLHL18
EGR3 human tf ARCHS4 coexpression,1,0.76257011,0.265008221,14/30,27.48%,CD83;DUSP2;ATF3;NUPR1;OTUD1;ZNF513;EGR1;NR4A3;JUND;BAG3;EGR2;FBRSL1;NFKBIZ;YJEFN3
NR1I2 human tf ARCHS4 coexpression,1,0.754963173,0.305603263,19-Jun,11.70%,FCGBP;APOC1;ANPEP;APOC2;SEPP1;C3
FOXD4L1 human tf ARCHS4 coexpression,1,0.753683111,0.298363271,19-Apr,15.08%,PPIF;GADD45B;PIM3;OTUD1
HELZ human tf ARCHS4 coexpression,1,0.744241867,0.261620365,30-Jul,19.31%,MTRNR2L1;MTRNR2L12;NUP153;AP000769.1;WDFY3;KDM2A;ZNF407
ASH1L human tf ARCHS4 coexpression,1,0.736303548,0.281958124,22-Mar,8.83%,MTRNR2L1;DMXL2;MTRNR2L12
NFRKB human tf ARCHS4 coexpression,1,0.726651812,0.239180016,Aug-32,23.25%,UBA1;USP36;NUP153;KDM2A;SCAP;TSC2;CCAR2;JMJD4
GTF3A human tf ARCHS4 coexpression,1,0.7160764,0.274511815,20-Feb,6.25%,MIF;ATP5D
CUL4A human tf ARCHS4 coexpression,1,0.706756595,0.29044777,21-Jul,22.04%,CALR;NUP153;TNNT1;ADSSL1;CLPTM1L;FHOD1;USP19
RLF human tf ARCHS4 coexpression,1,0.705933728,0.246793394,26-Apr,11.80%,BNIP3;DMXL2;MTRNR2L12;NUP153
ZFHX3 human tf ARCHS4 coexpression,1,0.69335459,0.248848371,25-Jan,0.66%,MTRNR2L1
HNF1B human tf ARCHS4 coexpression,1,0.689465725,0.259923029,23-Jan,0.25%,SPP1
ZNF574 human tf ARCHS4 coexpression,1,0.684576721,0.25230753,21-Apr,18.10%,MIF;MED16;TAF6L;PHF13
